gene,vP0_1,vP0_2,vP4_1,vP4_2,vP7_1,vP7_2,vAd_1,vAd_2
ENSMUSG00000034928.17,1465,1477,1153,1325,780,760,1144,1059
ENSMUSG00000034918.9,0,0,0,0,0,0,0,0
ENSMUSG00000069227.5,7,6,5,16,5,5,1,4
ENSMUSG00000034891.14,0,0,0,1,0,0,0,0
ENSMUSG00000084949.2,0,0,0,1,1,0,0,0
ENSMUSG00000074895.11,0,0,0,0,0,0,0,0
ENSMUSG00000025875.15,53,45,64,112,97,96,178,174
ENSMUSG00000086097.2,0,0,0,0,0,0,0,0
ENSMUSG00000100728.2,0,0,0,0,0,0,0,0
ENSMUSG00000085896.3,0,0,0,0,0,0,0,0
ENSMUSG00000087335.3,0,0,0,0,0,0,0,0
ENSMUSG00000025876.16,9,6,2,4,0,4,7,1
ENSMUSG00000025877.15,26,24,27,27,39,17,27,44
ENSMUSG00000025878.17,410,533,473,539,307,312,347,247
ENSMUSG00000094446.2,1,0,1,1,1,0,0,1
ENSMUSG00000021481.12,520,561,517,512,278,264,360,328
ENSMUSG00000114481.2,5,7,4,4,4,6,6,0
ENSMUSG00000091768.2,0,0,0,0,0,0,0,0
ENSMUSG00000005320.10,0,4,1,7,2,1,2,4
ENSMUSG00000021488.9,4584,4969,3968,4512,2596,2465,2632,1819
ENSMUSG00000114359.2,0,3,3,3,3,1,2,1
ENSMUSG00000034789.9,203,218,182,207,139,112,224,163
ENSMUSG00000021486.8,1153,1070,972,1374,541,564,355,372
ENSMUSG00000021485.15,139,130,147,214,60,94,3,2
ENSMUSG00000021484.9,1978,1998,1770,2017,1206,1260,2062,1962
ENSMUSG00000052087.15,4,6,2,9,3,6,7,11
ENSMUSG00000021490.12,0,0,0,0,0,0,0,0
ENSMUSG00000044444.7,0,0,0,0,0,0,0,0
ENSMUSG00000021492.16,0,0,0,0,0,0,0,0
ENSMUSG00000074886.12,569,578,495,610,345,380,412,408
ENSMUSG00000099058.3,2,0,0,0,0,0,0,0
ENSMUSG00000034686.9,16,8,14,11,5,10,9,21
ENSMUSG00000034675.18,1001,872,1023,1264,744,795,224,243
ENSMUSG00000098341.3,0,0,1,0,0,0,0,0
ENSMUSG00000021493.16,881,792,675,824,447,506,612,678
ENSMUSG00000099096.3,0,0,0,0,0,0,0,0
ENSMUSG00000035711.6,29,27,27,29,21,18,53,38
ENSMUSG00000021494.10,313,332,275,279,190,181,208,243
ENSMUSG00000114633.2,0,0,0,0,0,0,0,0
ENSMUSG00000021495.11,841,1012,835,921,613,590,616,449
ENSMUSG00000058569.9,1248,1122,1096,1307,748,906,1232,1174
ENSMUSG00000021504.15,242,266,233,261,148,177,232,196
ENSMUSG00000086506.2,7,10,7,7,4,5,7,5
ENSMUSG00000021501.5,312,351,270,317,168,183,186,165
ENSMUSG00000021500.18,1628,2415,1896,2015,1305,1225,1314,1098
ENSMUSG00000045767.10,2280,2834,2181,2623,1399,1382,1503,1242
ENSMUSG00000021497.11,545,546,480,580,365,345,619,586
ENSMUSG00000021496.13,148,139,114,134,77,90,165,145
ENSMUSG00000069223.11,6,7,6,9,3,3,3,4
ENSMUSG00000021499.13,2,1,2,1,0,0,2,0
ENSMUSG00000021506.8,3,3,1,0,0,1,0,0
ENSMUSG00000114493.3,26,28,25,31,24,21,17,8
ENSMUSG00000100096.2,0,0,0,0,0,0,0,0
ENSMUSG00000114229.2,0,0,0,0,0,0,0,0
ENSMUSG00000015937.16,1048,1225,1058,1096,640,695,636,644
ENSMUSG00000077799.3,0,0,0,0,0,0,0,0
ENSMUSG00000049625.7,37,40,14,28,29,15,13,29
ENSMUSG00000114341.2,0,0,0,0,0,0,0,0
ENSMUSG00000097361.2,0,0,0,0,0,0,0,0
ENSMUSG00000048904.6,0,0,0,0,0,0,0,0
ENSMUSG00000021508.12,3,0,3,3,1,1,235,620
ENSMUSG00000114911.2,0,0,0,0,0,0,0,0
ENSMUSG00000088149.3,0,0,0,0,0,0,0,0
ENSMUSG00000074885.5,0,0,0,0,0,0,0,0
ENSMUSG00000110477.2,0,0,0,0,0,0,0,0
ENSMUSG00000021509.6,1,1,0,0,0,1,2,0
ENSMUSG00000021538.4,1,0,0,0,0,0,0,0
ENSMUSG00000035509.18,14,4,13,7,6,5,3,4
ENSMUSG00000021539.10,1,0,0,0,1,0,0,1
ENSMUSG00000114604.2,0,0,0,0,0,0,0,0
ENSMUSG00000035493.11,537,449,217,292,106,145,428,276
ENSMUSG00002076405.1,0,0,0,0,0,0,0,0
ENSMUSG00000021540.17,1965,1884,1540,1755,1114,1094,1256,1051
ENSMUSG00002075104.1,0,0,0,0,0,0,0,0
ENSMUSG00002075185.1,1,0,0,0,0,0,0,0
ENSMUSG00002076311.1,0,2,2,1,0,1,0,3
ENSMUSG00000110086.2,1,0,1,0,0,1,0,0
ENSMUSG00000021541.15,1,0,0,0,0,0,0,0
ENSMUSG00000077279.3,0,0,0,0,0,0,0,0
ENSMUSG00000114363.2,0,0,0,0,0,0,0,0
ENSMUSG00000114411.2,0,0,0,0,0,0,0,0
ENSMUSG00000056222.16,17,11,3,6,4,2,0,1
ENSMUSG00000014164.16,533,521,453,535,321,286,223,187
ENSMUSG00000077962.3,1,0,0,0,0,0,1,0
ENSMUSG00000007836.7,4543,4008,3364,3682,2143,2459,1707,1548
ENSMUSG00000097717.3,0,1,3,1,0,0,1,0
ENSMUSG00000114309.2,5,10,10,15,7,7,19,27
ENSMUSG00000050002.15,194,227,164,208,132,136,218,177
ENSMUSG00000005312.16,2147,2060,1680,1953,1058,1091,1491,1438
ENSMUSG00000114524.2,7,6,8,10,4,6,2,1
ENSMUSG00000114886.2,4,3,5,1,2,1,1,0
ENSMUSG00000114929.2,0,1,1,1,1,1,1,0
ENSMUSG00000021552.8,347,408,310,372,222,193,221,221
ENSMUSG00000097399.8,4,7,1,3,2,0,1,6
ENSMUSG00000060176.5,27,38,23,30,16,7,3,0
ENSMUSG00000098258.3,0,0,0,0,0,0,0,0
ENSMUSG00002076369.1,0,0,0,0,0,0,0,0
ENSMUSG00000021550.7,486,507,400,448,268,266,375,406
ENSMUSG00000021546.19,5863,5945,4767,5626,2855,2857,3072,2650
ENSMUSG00000065434.3,8,7,7,8,2,6,1,1
ENSMUSG00000035367.10,181,294,206,232,110,137,134,114
ENSMUSG00000114654.2,2,1,1,1,0,2,1,0
ENSMUSG00000021553.15,0,1,0,0,0,0,0,0
ENSMUSG00000114234.2,0,0,0,0,0,0,0,0
ENSMUSG00000114380.2,0,0,0,0,2,0,1,1
ENSMUSG00000114384.2,0,0,0,0,0,0,0,0
ENSMUSG00000114325.2,0,0,0,1,0,0,0,0
ENSMUSG00000114808.2,0,0,0,0,0,0,0,0
ENSMUSG00000114231.2,0,0,0,0,1,0,0,0
ENSMUSG00000055254.16,33,20,5,24,12,16,15,23
ENSMUSG00000114448.2,0,0,0,0,0,0,0,0
ENSMUSG00000114218.2,0,0,0,0,0,0,0,0
ENSMUSG00000114437.2,0,0,0,0,0,0,0,0
ENSMUSG00000114896.2,0,0,0,0,0,0,0,0
ENSMUSG00000114208.2,0,0,0,0,0,0,0,0
ENSMUSG00000114854.2,0,0,1,1,0,1,0,0
ENSMUSG00000114393.2,0,0,0,0,1,0,0,0
ENSMUSG00000114478.2,0,0,0,0,0,0,0,0
ENSMUSG00000114743.2,2,1,0,0,0,0,0,0
ENSMUSG00000114240.2,0,0,0,0,0,0,0,0
ENSMUSG00000114200.2,0,0,0,1,0,0,0,1
ENSMUSG00000114623.2,0,0,0,1,0,0,0,0
ENSMUSG00000114787.2,1,0,0,0,0,0,0,1
ENSMUSG00000021557.16,788,943,918,974,878,761,4672,3289
ENSMUSG00000114526.2,1,2,0,1,1,0,8,4
ENSMUSG00000021555.16,1488,1605,1243,1451,928,753,1193,1041
ENSMUSG00000114535.2,22,34,16,20,10,13,15,6
ENSMUSG00000021556.13,684,681,637,660,349,302,287,195
ENSMUSG00000049902.7,0,0,0,0,0,0,0,0
ENSMUSG00000114727.2,0,0,0,0,0,0,0,0
ENSMUSG00000050876.10,0,0,0,0,0,0,0,0
ENSMUSG00000091311.4,0,0,0,0,0,0,0,0
ENSMUSG00000043986.6,1,0,0,1,0,0,0,0
ENSMUSG00000114903.2,1,1,1,0,0,0,0,0
ENSMUSG00000097502.3,1,0,0,0,0,0,0,0
ENSMUSG00000051054.5,3,1,0,0,0,2,0,1
ENSMUSG00000044792.8,1616,1869,1790,1801,1160,1191,2683,2887
ENSMUSG00000114763.2,0,0,0,0,0,0,0,0
ENSMUSG00000089875.3,50,65,63,84,50,33,78,66
ENSMUSG00000035248.10,1296,1631,1305,1559,982,899,1265,937
ENSMUSG00000114835.2,21,22,21,33,14,14,14,9
ENSMUSG00000114354.2,1,3,0,1,0,0,3,1
ENSMUSG00000114669.2,0,0,0,0,0,0,0,0
ENSMUSG00000114490.2,0,0,0,0,0,0,0,0
ENSMUSG00000114308.2,0,0,0,0,0,0,0,0
ENSMUSG00000114531.2,0,1,2,1,1,2,1,0
ENSMUSG00000114795.2,0,0,0,0,0,0,1,0
ENSMUSG00000114734.2,1,0,0,1,2,1,0,0
ENSMUSG00000052957.9,1031,885,861,977,821,825,667,485
ENSMUSG00000114433.2,40,42,37,39,29,42,12,25
ENSMUSG00000050765.4,6,19,22,18,14,13,2,2
ENSMUSG00002076571.1,0,0,0,0,0,0,0,0
ENSMUSG00000114460.2,0,0,0,0,0,0,0,0
ENSMUSG00000114274.2,1,0,0,0,0,1,0,0
ENSMUSG00000114566.2,0,0,0,0,0,0,0,0
ENSMUSG00000114452.2,2,1,1,5,6,3,10,3
ENSMUSG00002076677.1,0,0,0,0,0,0,0,0
ENSMUSG00000021559.15,392,328,535,939,751,735,978,746
ENSMUSG00000114501.2,20,16,26,51,50,34,28,10
ENSMUSG00000114277.2,3,8,4,3,0,7,0,0
ENSMUSG00000096874.3,0,0,0,0,0,0,0,0
ENSMUSG00000042243.11,0,0,0,1,0,0,0,0
ENSMUSG00000056728.7,1,0,0,0,0,0,0,0
ENSMUSG00000050345.10,0,0,0,0,0,0,0,0
ENSMUSG00000114635.2,1,1,2,1,0,1,4,1
ENSMUSG00000114487.2,0,0,0,0,0,0,0,0
ENSMUSG00000074874.11,8,8,12,19,15,11,16,17
ENSMUSG00000114432.2,0,0,0,1,0,0,1,0
ENSMUSG00000062705.8,0,0,0,0,0,0,0,0
ENSMUSG00002075540.1,0,0,0,0,0,0,0,0
ENSMUSG00000044258.11,273,242,218,245,129,145,222,266
ENSMUSG00000033834.8,0,0,0,0,0,0,0,0
ENSMUSG00000114502.2,0,0,0,0,0,0,0,0
ENSMUSG00000114663.2,0,0,0,0,0,0,0,0
ENSMUSG00000055298.7,0,0,0,0,0,0,0,0
ENSMUSG00000021439.9,0,0,0,0,0,0,0,0
ENSMUSG00000114643.2,0,0,0,0,0,0,0,0
ENSMUSG00000055679.6,0,0,0,0,0,0,0,0
ENSMUSG00000021441.5,0,0,0,1,0,0,0,0
ENSMUSG00000057446.4,0,0,0,0,0,0,0,0
ENSMUSG00000114473.2,0,0,0,0,0,0,0,0
ENSMUSG00000114867.2,0,0,0,0,0,0,0,0
ENSMUSG00000114495.2,0,0,0,0,0,0,0,0
ENSMUSG00002076643.1,0,0,0,0,0,0,0,0
ENSMUSG00000021440.8,0,0,0,0,0,0,0,0
ENSMUSG00000114802.2,0,0,0,0,0,0,0,0
ENSMUSG00000114405.2,0,0,0,0,0,0,0,0
ENSMUSG00000114667.2,0,0,0,0,0,0,0,0
ENSMUSG00000114928.2,0,0,0,0,0,0,0,0
ENSMUSG00000074871.4,0,0,0,0,0,0,0,0
ENSMUSG00000114904.2,0,0,0,0,0,0,0,0
ENSMUSG00000074870.5,0,0,0,0,0,0,0,0
ENSMUSG00000113295.2,0,0,0,0,0,0,0,0
ENSMUSG00000113728.2,1,0,0,1,0,1,0,1
ENSMUSG00000114023.2,0,1,0,1,0,0,0,0
ENSMUSG00000113471.2,0,0,0,0,0,0,0,0
ENSMUSG00000061330.9,0,0,0,0,0,0,0,0
ENSMUSG00000113899.2,0,0,0,2,0,0,1,0
ENSMUSG00000095905.3,0,0,0,1,0,0,0,1
ENSMUSG00002076825.1,0,0,0,0,0,0,0,0
ENSMUSG00000113626.2,3,8,4,5,1,1,1,0
ENSMUSG00002076605.1,0,0,0,0,0,0,0,0
ENSMUSG00000113887.2,0,0,0,0,0,0,0,0
ENSMUSG00000114036.2,2,0,1,0,0,0,1,0
ENSMUSG00000113014.2,0,0,0,0,1,0,1,0
ENSMUSG00002076676.1,0,0,0,0,0,0,0,0
ENSMUSG00000113836.2,21,63,49,74,25,37,12,9
ENSMUSG00000074868.3,3,1,8,1,4,2,1,0
ENSMUSG00000113566.2,0,0,1,0,0,0,0,0
ENSMUSG00000113504.2,0,0,0,0,0,0,0,1
ENSMUSG00000074867.5,12,53,51,47,25,17,7,8
ENSMUSG00002076126.1,0,0,0,0,1,0,0,0
ENSMUSG00000119163.1,0,0,0,2,0,1,1,0
ENSMUSG00000113690.2,0,0,1,1,0,1,0,0
ENSMUSG00000113081.2,0,0,0,0,0,0,0,0
ENSMUSG00000113107.2,1,0,1,0,0,1,0,0
ENSMUSG00000113495.2,0,1,0,0,0,1,0,0
ENSMUSG00000094942.8,11,22,19,34,22,18,10,6
ENSMUSG00002075395.1,0,0,0,0,0,0,0,0
ENSMUSG00000089002.3,0,0,0,0,0,0,0,0
ENSMUSG00000113151.2,0,0,0,0,0,2,0,0
ENSMUSG00000113865.2,0,0,0,0,0,1,0,0
ENSMUSG00000113623.2,2,7,0,3,1,0,0,0
ENSMUSG00000113812.2,0,2,2,0,2,3,1,0
ENSMUSG00000113841.2,10,18,16,13,7,12,6,8
ENSMUSG00000113450.2,46,90,57,62,30,34,39,17
ENSMUSG00000055228.9,0,0,0,0,0,1,0,0
ENSMUSG00002075182.1,0,0,0,0,0,0,0,0
ENSMUSG00000074865.12,30,61,41,48,14,21,25,9
ENSMUSG00000113428.2,3,3,0,2,1,0,1,0
ENSMUSG00000119589.1,1,3,4,3,0,1,1,0
ENSMUSG00002076935.1,0,2,2,1,1,0,0,0
ENSMUSG00000072066.8,27,42,42,50,10,23,6,5
ENSMUSG00002075814.1,0,0,0,0,0,0,0,0
ENSMUSG00000114172.2,24,27,41,44,25,24,15,6
ENSMUSG00000113473.2,5,5,3,2,3,2,0,0
ENSMUSG00000074863.6,60,160,152,181,61,76,34,23
ENSMUSG00000113601.2,9,8,12,12,4,7,9,1
ENSMUSG00000113078.2,3,1,4,0,0,3,1,0
ENSMUSG00000119111.1,0,0,0,0,0,1,0,0
ENSMUSG00000091183.6,15,36,50,49,16,25,8,10
ENSMUSG00000095895.3,1,1,0,1,1,0,0,0
ENSMUSG00002076867.1,0,0,1,0,0,0,0,0
ENSMUSG00000118956.1,0,0,0,0,0,0,0,0
ENSMUSG00000113637.2,29,27,39,16,26,17,55,69
ENSMUSG00000114117.2,1,0,0,0,0,0,0,0
ENSMUSG00000021456.9,126,110,188,118,173,205,293,258
ENSMUSG00000069805.11,2,5,1,2,2,1,3,1
ENSMUSG00000113057.2,0,0,0,0,0,0,0,0
ENSMUSG00000021458.18,709,804,789,843,632,613,1393,1439
ENSMUSG00000113708.2,0,0,2,1,0,0,0,0
ENSMUSG00000113257.2,0,0,0,0,0,0,2,0
ENSMUSG00000113203.2,0,0,0,0,2,0,0,1
ENSMUSG00000113853.2,1,4,3,4,5,1,1,1
ENSMUSG00000113326.2,16,26,23,30,27,20,17,18
ENSMUSG00000113665.2,20,35,27,43,47,51,30,17
ENSMUSG00000114104.2,4,11,8,7,11,8,3,6
ENSMUSG00000113472.2,5,7,5,7,7,5,7,2
ENSMUSG00000021461.18,141,151,149,167,100,91,96,64
ENSMUSG00000065599.4,3,2,8,3,9,4,0,3
ENSMUSG00000065475.4,0,0,0,0,0,0,0,0
ENSMUSG00000092741.4,0,0,0,0,0,0,0,0
ENSMUSG00000105904.3,0,0,0,0,0,0,0,0
ENSMUSG00000089854.3,6,9,4,13,3,6,1,1
ENSMUSG00000090232.2,1,0,0,1,2,0,0,0
ENSMUSG00000113126.2,2,2,0,5,3,2,0,1
ENSMUSG00000089868.2,2,1,0,0,0,0,0,0
ENSMUSG00000021466.13,798,817,587,676,331,342,276,295
ENSMUSG00000102282.2,6,4,6,6,3,3,2,2
ENSMUSG00000113459.2,6,3,3,4,0,0,0,1
ENSMUSG00000113453.2,0,0,0,0,0,0,0,0
ENSMUSG00000113700.2,0,0,0,0,0,0,0,0
ENSMUSG00000113825.2,0,0,0,0,0,0,0,0
ENSMUSG00000114071.2,0,0,0,0,0,0,0,0
ENSMUSG00000114015.2,0,0,0,0,0,0,0,0
ENSMUSG00000114092.2,0,0,0,0,0,0,0,0
ENSMUSG00000021470.20,450,716,544,536,268,300,417,336
ENSMUSG00000114095.2,0,2,2,3,1,1,1,1
ENSMUSG00000113340.2,1,1,2,1,0,1,0,0
ENSMUSG00000033122.15,0,1,0,1,0,0,0,0
ENSMUSG00000033114.12,81,79,70,90,42,53,20,19
ENSMUSG00000044934.14,642,776,702,934,394,430,354,332
ENSMUSG00000114165.2,7,8,9,10,1,5,0,3
ENSMUSG00000021476.10,1958,2248,1779,1991,1004,868,1293,1212
ENSMUSG00000033102.16,545,568,505,589,401,380,685,664
ENSMUSG00000113804.2,1,2,1,2,0,7,1,0
ENSMUSG00000097101.4,88,99,81,124,76,70,177,179
ENSMUSG00000113603.2,9,22,15,19,11,18,13,7
ENSMUSG00000021482.11,693,711,629,734,512,421,627,578
ENSMUSG00000113816.2,15,14,17,27,11,11,11,11
ENSMUSG00002076820.1,1,5,5,1,4,0,5,0
ENSMUSG00000118556.2,0,0,2,0,1,0,0,2
ENSMUSG00000021477.10,3400,3253,2775,3222,2082,2219,2619,2285
ENSMUSG00000113683.2,0,0,0,0,0,0,0,0
ENSMUSG00000114072.2,0,0,0,0,0,0,0,0
ENSMUSG00000113696.2,0,0,2,0,0,0,0,1
ENSMUSG00000021483.9,55,53,49,53,31,45,52,45
ENSMUSG00000113244.2,0,0,0,0,0,0,0,0
ENSMUSG00000113109.2,5,6,1,2,4,1,1,1
ENSMUSG00000096537.7,0,0,0,0,0,0,0,0
ENSMUSG00000094597.3,0,0,0,0,0,0,0,0
ENSMUSG00000113609.2,0,0,0,0,0,0,0,0
ENSMUSG00000113850.2,0,0,0,0,0,0,0,0
ENSMUSG00000113124.2,0,0,0,0,0,0,0,0
ENSMUSG00000113753.2,4,5,0,3,3,2,1,1
ENSMUSG00000113405.2,1,1,3,0,2,0,0,0
ENSMUSG00000114168.2,0,0,0,0,0,0,0,0
ENSMUSG00000113469.2,5,0,3,1,1,0,0,0
ENSMUSG00000033063.9,0,0,0,0,0,0,0,0
ENSMUSG00000114179.2,4,5,4,2,1,3,0,1
ENSMUSG00000056223.9,0,0,0,0,0,0,0,0
ENSMUSG00000113263.2,28,35,15,26,21,17,13,9
ENSMUSG00000113807.2,0,1,0,0,0,0,0,1
ENSMUSG00000074849.3,0,0,0,0,0,0,0,0
ENSMUSG00000090658.8,0,0,0,0,0,0,0,0
ENSMUSG00000038212.17,762,774,677,780,418,400,427,385
ENSMUSG00000114162.2,0,0,1,0,0,0,0,0
ENSMUSG00000108426.3,0,0,0,0,0,0,0,0
ENSMUSG00000049806.5,0,3,0,0,0,0,0,0
ENSMUSG00000089161.3,0,0,0,0,0,0,0,0
ENSMUSG00000032999.11,0,0,0,0,0,0,0,0
ENSMUSG00000113500.2,0,0,0,0,0,0,0,0
ENSMUSG00000110393.3,24,72,51,51,34,27,38,12
ENSMUSG00000113946.2,1,6,6,6,3,2,4,0
ENSMUSG00000113238.2,5,11,10,15,9,3,9,4
ENSMUSG00000074847.3,0,0,0,0,1,0,1,0
ENSMUSG00000112960.2,0,3,0,0,0,0,1,0
ENSMUSG00000021514.19,576,773,500,610,332,394,356,244
ENSMUSG00000114016.2,15,23,17,18,14,18,9,3
ENSMUSG00000114194.2,2,3,0,0,0,2,0,0
ENSMUSG00000113990.2,0,0,0,0,0,0,0,0
ENSMUSG00000113406.2,0,0,0,0,0,0,0,0
ENSMUSG00000114142.2,0,0,0,0,0,0,0,0
ENSMUSG00000113145.2,0,0,0,0,0,0,0,0
ENSMUSG00000113551.2,0,0,0,0,0,0,0,0
ENSMUSG00000112935.2,0,0,0,0,0,0,0,0
ENSMUSG00000113301.2,0,0,0,0,0,0,0,0
ENSMUSG00000113911.2,0,0,0,0,0,0,0,0
ENSMUSG00000113388.2,0,0,0,0,0,0,1,0
ENSMUSG00000113207.2,1,0,0,0,0,0,0,0
ENSMUSG00000114065.2,0,0,0,0,0,0,0,0
ENSMUSG00000113709.2,0,0,0,0,0,0,0,0
ENSMUSG00000114031.2,0,0,0,0,0,0,0,0
ENSMUSG00000113468.2,0,0,0,0,0,0,0,0
ENSMUSG00000113955.2,0,0,0,0,0,0,0,0
ENSMUSG00000113618.2,0,0,0,0,0,0,0,0
ENSMUSG00000063905.3,0,0,0,0,0,0,0,0
ENSMUSG00000113008.2,0,0,0,0,0,0,0,0
ENSMUSG00000113661.2,0,0,0,0,0,0,0,0
ENSMUSG00000113482.2,0,0,0,0,0,0,0,0
ENSMUSG00000113565.2,0,0,0,0,0,0,0,0
ENSMUSG00000113381.3,0,0,0,0,0,0,0,0
ENSMUSG00000113118.2,0,0,0,0,0,0,0,0
ENSMUSG00000097562.4,0,0,0,0,0,0,0,0
ENSMUSG00000113135.2,0,0,0,0,0,0,0,0
ENSMUSG00000113641.2,0,0,0,0,0,0,0,0
ENSMUSG00000113870.2,0,0,0,0,0,0,0,0
ENSMUSG00000113461.2,0,0,0,0,0,0,0,0
ENSMUSG00000113260.2,0,0,0,0,0,0,0,0
ENSMUSG00000113513.2,0,0,0,0,0,0,0,0
ENSMUSG00000117836.2,0,0,0,0,0,0,0,0
ENSMUSG00000113712.2,0,0,0,0,0,0,0,0
ENSMUSG00000113954.2,0,0,0,0,0,0,0,0
ENSMUSG00000113945.2,0,0,0,0,0,0,0,0
ENSMUSG00000074841.3,0,0,0,0,0,0,0,0
ENSMUSG00000114625.2,0,0,0,0,0,0,0,0
ENSMUSG00000114013.2,0,0,0,0,0,0,0,0
ENSMUSG00000113723.3,0,0,0,0,0,0,0,0
ENSMUSG00000113559.2,0,0,0,0,0,0,0,0
ENSMUSG00000113653.2,0,0,0,0,0,0,0,0
ENSMUSG00000113173.2,0,0,0,0,0,0,0,0
ENSMUSG00000055763.10,3,11,5,5,3,3,3,5
ENSMUSG00000113760.2,0,0,0,0,0,0,0,0
ENSMUSG00000095909.3,0,0,0,0,0,0,0,0
ENSMUSG00000118427.2,0,0,0,0,0,0,0,0
ENSMUSG00000113477.2,0,0,0,0,0,0,0,0
ENSMUSG00000113156.2,0,0,0,0,0,0,0,0
ENSMUSG00000113350.3,0,0,0,0,0,0,0,0
ENSMUSG00000113713.2,0,0,0,0,0,0,0,0
ENSMUSG00000091347.3,0,0,0,0,0,0,0,0
ENSMUSG00000113253.2,0,0,0,0,0,0,0,0
ENSMUSG00000114616.2,0,0,0,0,0,0,0,0
ENSMUSG00000114027.2,0,0,0,0,0,0,0,0
ENSMUSG00000114239.2,0,0,0,0,0,0,0,0
ENSMUSG00000118666.1,0,0,0,0,0,0,0,0
ENSMUSG00000114776.2,0,0,0,0,0,0,0,0
ENSMUSG00000114328.2,0,0,0,0,0,0,0,0
ENSMUSG00000114729.2,0,0,0,0,0,0,0,0
ENSMUSG00000094499.4,0,0,0,0,0,0,0,0
ENSMUSG00000114377.2,0,0,0,0,0,0,0,0
ENSMUSG00000114629.2,0,0,0,0,0,0,0,0
ENSMUSG00000114825.2,0,0,0,0,0,0,0,0
ENSMUSG00000114261.2,0,0,0,0,0,0,0,0
ENSMUSG00000074832.12,0,0,0,0,0,0,0,0
ENSMUSG00000114343.2,0,0,0,0,0,0,0,0
ENSMUSG00000114406.2,0,0,0,0,0,0,0,0
ENSMUSG00000097483.3,0,0,0,0,0,0,0,0
ENSMUSG00000114684.3,0,0,0,0,0,0,0,0
ENSMUSG00000114777.2,0,0,0,0,0,0,0,0
ENSMUSG00000114685.2,0,0,0,0,0,0,0,0
ENSMUSG00000114434.2,0,0,0,0,0,0,0,0
ENSMUSG00000114645.2,0,0,0,0,0,0,0,0
ENSMUSG00000114426.2,0,0,0,0,0,0,0,0
ENSMUSG00002075993.1,0,0,0,0,0,0,0,0
ENSMUSG00000114262.2,0,0,0,0,0,0,0,0
ENSMUSG00000114814.2,0,0,0,0,0,0,0,0
ENSMUSG00000074830.5,0,0,0,0,0,0,0,0
ENSMUSG00000114327.2,0,0,0,0,0,0,0,0
ENSMUSG00000114549.2,0,0,0,0,0,0,0,0
ENSMUSG00000114839.2,0,0,0,0,0,0,0,0
ENSMUSG00000114423.2,0,0,0,0,0,0,0,0
ENSMUSG00000114226.2,0,0,0,0,0,0,0,0
ENSMUSG00000114353.2,0,0,0,0,0,0,0,0
ENSMUSG00000114314.2,0,0,0,0,0,0,0,0
ENSMUSG00000117784.2,0,0,0,0,0,0,0,0
ENSMUSG00000114793.2,0,0,0,0,0,0,0,0
ENSMUSG00000114816.2,0,0,0,0,0,0,0,0
ENSMUSG00000071294.3,0,0,0,0,0,0,0,0
ENSMUSG00000114489.3,0,0,0,0,0,0,0,0
ENSMUSG00000095847.2,0,0,0,1,0,0,0,1
ENSMUSG00000114374.2,0,0,0,0,0,0,0,0
ENSMUSG00000021520.5,2401,3309,3316,3598,2375,2487,5200,5025
ENSMUSG00000074826.11,10,28,19,30,15,11,26,23
ENSMUSG00000021519.12,259,378,313,384,223,244,407,356
ENSMUSG00000021518.5,966,930,946,1106,638,657,854,873
ENSMUSG00000114362.2,11,8,9,13,9,4,4,6
ENSMUSG00000090641.3,30,53,62,53,30,33,38,36
ENSMUSG00000114834.2,0,0,0,0,0,1,0,0
ENSMUSG00000114516.2,2,6,1,2,4,0,0,0
ENSMUSG00000058883.17,1,4,2,1,0,0,1,0
ENSMUSG00000100235.9,9,10,7,6,3,3,7,10
ENSMUSG00000114603.2,0,1,0,3,0,1,1,0
ENSMUSG00000074824.4,6,4,4,3,2,1,6,4
ENSMUSG00000057396.8,79,187,122,126,81,97,188,146
ENSMUSG00000114568.2,3,6,13,13,10,6,15,27
ENSMUSG00000114677.2,0,0,1,0,0,0,0,1
ENSMUSG00000058900.6,16,35,22,34,18,8,16,4
ENSMUSG00000114870.2,0,0,1,1,0,0,0,0
ENSMUSG00000114805.2,5,3,6,1,1,2,7,2
ENSMUSG00000051037.16,10,30,20,22,16,16,11,10
ENSMUSG00000114771.2,14,20,26,31,20,19,11,11
ENSMUSG00000055480.8,21,61,55,71,36,35,28,28
ENSMUSG00000114442.2,9,12,10,10,5,8,9,4
ENSMUSG00000055341.11,26,61,57,59,14,26,27,27
ENSMUSG00000114863.2,0,1,2,0,1,0,0,0
ENSMUSG00000057842.15,41,90,48,78,58,45,43,38
ENSMUSG00000098781.2,1,2,0,2,1,1,0,2
ENSMUSG00000098905.3,31,63,39,39,19,38,23,24
ENSMUSG00000098692.2,0,1,0,2,0,0,0,0
ENSMUSG00000092103.3,0,1,1,3,1,1,2,1
ENSMUSG00000078995.11,11,17,14,12,8,11,13,6
ENSMUSG00000078994.10,23,38,32,23,17,26,21,13
ENSMUSG00000114726.2,0,0,0,0,0,0,0,0
ENSMUSG00000055560.9,8,15,8,10,5,5,9,5
ENSMUSG00000069206.15,49,93,68,55,41,46,84,57
ENSMUSG00000103398.2,0,2,2,0,1,0,0,0
ENSMUSG00000097244.2,0,0,1,0,1,0,0,0
ENSMUSG00000059839.10,113,117,85,87,61,68,125,131
ENSMUSG00000114788.2,0,0,0,0,0,0,0,0
ENSMUSG00000071291.11,47,65,46,63,40,39,39,26
